ocreval Accuracy Report Version 7.0
-----------------------------------
  314118   Characters
    5526   Errors
   98.24%  Accuracy

       3   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   98.24%  Accuracy After Correction

     Ins    Subst      Del   Errors
     126        3    97.62   {#}
      63        5    92.06   {$}
     189       15    92.06   {%}
     630       31    95.08   {'}
    1197        1    99.92   {(}
    1197        1    99.92   {)}
     315       13    95.87   {*}
     819        0   100.00   {+}
    2646        5    99.81   {,}
    4725     2401    49.19   {-}
    4158      203    95.12   {.}
     945       72    92.38   {/}
    2646       11    99.58   {0}
    2331       11    99.53   {1}
    1197        1    99.92   {2}
    1197        0   100.00   {3}
    1071        9    99.16   {4}
     882        1    99.89   {5}
     504        1    99.80   {6}
     693        3    99.57   {7}
    1008        3    99.70   {8}
     882       18    97.96   {9}
    2016        6    99.70   {:}
     252        0   100.00   {;}
     693        2    99.71   {=}
     504        0   100.00   {>}
     189        2    98.94   {?}
     126        3    97.62   {@}
    5607        7    99.88   {A}
    2079        1    99.95   {B}
    3906        3    99.92   {C}
    3213        0   100.00   {D}
    7812        9    99.88   {E}
    1890        7    99.63   {F}
    2520        0   100.00   {G}
    2835        2    99.93   {H}
    5733       51    99.11   {I}
     504        2    99.60   {J}
     819        0   100.00   {K}
    3213        7    99.78   {L}
    2457        0   100.00   {M}
    4473        1    99.98   {N}
    5355       26    99.51   {O}
    2268        0   100.00   {P}
     189        0   100.00   {Q}
    4599        1    99.98   {R}
    6363        5    99.92   {S}
    4851       12    99.75   {T}
    3150        5    99.84   {U}
    1323        3    99.77   {V}
    1323        0   100.00   {W}
     693        8    98.85   {X}
    2142        1    99.95   {Y}
     315        1    99.68   {Z}
     252       12    95.24   {[}
     378       26    93.12   {\}
     189        4    97.88   {]}
     252       21    91.67   {_}
   10584       10    99.91   {a}
    1638        0   100.00   {b}
    5922       17    99.71   {c}
    5166        3    99.94   {d}
   17955       12    99.93   {e}
    2646        3    99.89   {f}
    2961        1    99.97   {g}
    4284       20    99.53   {h}
   11844        7    99.94   {i}
     504        0   100.00   {j}
    1386        0   100.00   {k}
    5607       21    99.63   {l}
    3528        0   100.00   {m}
    8568       26    99.70   {n}
   10458       15    99.86   {o}
    4977        4    99.92   {p}
     126        0   100.00   {q}
   11340        9    99.92   {r}
    8568       12    99.86   {s}
   11718       21    99.82   {t}
    5103        4    99.92   {u}
    2205       14    99.37   {v}
    2331        5    99.79   {w}
    1638       11    99.33   {x}
    3465       21    99.39   {y}
     378        3    99.21   {z}
     189        5    97.35   {{}
     504        8    98.41   {|}
     252        7    97.22   {}}
     126        7    94.44   {¢}
     189        0   100.00   {£}
     252       14    94.44   {¥}
     189       12    93.65   {§}
     189        4    97.88   {©}
     189        1    99.47   {«}
     252        0   100.00   {®}
     189        3    98.41   {°}
     378        4    98.94   {²}
     756       71    90.61   {³}
     189       33    82.54   {·}
     189       30    84.13   {¹}
     189        1    99.47   {»}
     756       14    98.15   {¼}
     126        3    97.62   {½}
     126       16    87.30   {¾}
     252       15    94.05   {—}
     126       11    91.27   {‘}
     126       51    59.52   {’}
     252       16    93.65   {“}
     315       47    85.08   {”}
     126        0   100.00   {•}
     126      121     3.97   {…}
     252      109    56.75   {⁰}
     189       28    85.19   {⁴}
     126       39    69.05   {⁵}
     126        4    96.83   {⁶}
     126        0   100.00   {⁷}
     189       39    79.37   {⁸}
     126       20    84.13   {⁹}
     126        5    96.03   {€}
     126        0   100.00   {₹}
     252        0   100.00   {™}
